*******  2020-04-01  *******

Incidents retrieved: 6

Event #1 - Date: ; Location: Saginaw'; Chems: ['CHLORINE-BASED PRODUCTS.', 'FURANS.', 'DIOXINS', 'DIOXIN-LIKE', 'FURANS', 'DIOXIN']; Article Links: ['https://www.ourmidland.com/news/article/Pollution-could-return-in-Saginaw-following-6983154.php']
Event #34 - Date: 04/08/2012; Location: ; Chems: []; Article Links: ['https://www.ourmidland.com/news/article/Dow-nbsp-outlines-nbsp-goal-tocombat-global-13440981.php']
Event #35 - Date: ; Location: Middletown; Chems: ['HAZARDOUS WASTE']; Article Links: ['https://www.ourmidland.com/middletown/article/Clean-drinking-water-to-become-reality-after-14447413.php']
Event #36 - Date: 04/08/2017; Location: ; Chems: ['OIL', 'NATURAL GAS', 'NITROGEN']; Article Links: ['https://www.ourmidland.com/opinions/editorials/article/ENTERPRISE-EDITORIAL-Pollution-from-plastics-14421042.php']
Event #37 - Date: 09/12/2019; Location: America; Chems: ['OIL', 'GAS']; Article Links: ['https://www.ourmidland.com/news/article/Administration-plans-to-return-nation-to-1986-14433254.php']
Event #38 - Date: ; Location: Bridgeport; Chems: ['WASTEWATER', 'MERCURY', 'CHEMICAL']; Article Links: ['https://www.ourmidland.com/local/article/EPA-Pollution-is-down-in-Connecticut-13666004.php']
Event #39 - Date: ; Location: Bridgeport; Chems: ['WASTEWATER', 'MERCURY', 'CHEMICAL']; Article Links: ['https://www.ourmidland.com/news/article/EPA-Connecticut-land-and-air-pollution-is-down-13664317.php']
Event #40 - Date: 11/16/1892; Location: Midland; Chems: ['LEAD', 'ASHMAN', 'COPPER']; Article Links: ['https://www.ourmidland.com/news/article/Lighting-up-Midland-14286614.php']
Event #41 - Date: 04/08/2020; Location: ; Chems: ['PFAS', 'PFOA', 'PERFLUOROOCTANESULFONIC ACID.', 'PFAS.', 'PFOS', 'POLYFLUOROALKYL SUBSTANCES', 'PERFLUOROOCTANOIC ACID']; Article Links: ['https://www.ourmidland.com/news/article/Gillibrand-introduces-legislation-to-contain-13845372.php']
Event #42 - Date: 08/08/2018; Location: Watervliet; Chems: ['CHROMIUM', 'ARSENAL', 'HAZARDOUS WASTE.']; Article Links: ['https://www.ourmidland.com/business/article/Arsenal-military-contractor-pays-air-pollution-13825488.php']
Event #43 - Date: 04/08/2019; Location: ; Chems: ['ASH']; Article Links: ['https://www.ourmidland.com/local/article/Connecticut-still-among-worst-in-U-S-with-ozone-13791081.php']
Event #44 - Date: ; Location: Watervliet; Chems: ['PCE-TAINTED', 'PCE']; Article Links: ['https://www.ourmidland.com/business/article/Pollution-cleanups-planned-for-two-dry-cleaning-13780764.php']
Event #45 - Date: ; Location: ; Chems: ['LEAD', 'CARBON DIOXIDE', 'DIOXIDE']; Article Links: ['https://www.ourmidland.com/news/article/Global-carbon-pollution-rises-13446232.php']
Event #46 - Date: ; Location: ; Chems: ['SILVER', 'WASTE.', 'ALUMINUM']; Article Links: ['https://www.ourmidland.com/news/article/Here-s-where-most-plastics-pollution-starts-13976816.php']
Event #47 - Date: 07/16/2018; Location: ; Chems: ['WASTEWATER', 'NITROGEN']; Article Links: ['https://www.ourmidland.com/news/article/Water-Pollution-Control-Authority-plans-to-13751202.php']
Event #48 - Date: ; Location: ; Chems: []; Article Links: ['https://www.ourmidland.com/technology/businessinsider/article/Cities-could-one-day-power-homes-and-fuel-cars-14131138.php']
Event #49 - Date: 04/08/2019; Location: ; Chems: ['SULFUR DIOXIDE', 'TITANIUM DIOXIDE', 'ALUMINUM', 'LEAD', 'PETROLEUM', 'OIL']; Article Links: ['https://www.ourmidland.com/news/article/TCEQ-MONITOR-COMMENTS-BE-13826862.php']
Event #50 - Date: 04/08/2009; Location: Lansing; Chems: ['OIL', 'DIOXANE', '14-DIOXANE']; Article Links: ['https://www.ourmidland.com/state-news/article/Trust-wants-hungry-bacteria-to-remove-14257871.php']
Event #51 - Date: 04/08/2006; Location: Troy; Chems: ['BENZOPYRENE,', 'ARSENIC', 'COAL GAS', 'BENZOANTHRACENE', 'BENZENE,', 'XYLENE.', 'TOLUENE', 'PETROLEUM', 'AROMATIC HYDROCARBONS']; Article Links: ['https://www.ourmidland.com/business/article/Pollution-cleanup-planned-for-South-Troy-site-13577218.php']
Event #52 - Date: 04/08/2014; Location: Kyunghe; Chems: ['LEAD', 'CRUDE OIL']; Article Links: ['https://www.ourmidland.com/business/article/China-s-crackdown-on-pollution-is-a-boon-to-the-13570026.php']
Event #53 - Date: 04/08/2018; Location: ; Chems: ['LEAD.']; Article Links: ['https://www.ourmidland.com/business/energy/article/ExxonMobil-to-report-plastic-pollution-spills-13723319.php']
Event #54 - Date: ; Location: ; Chems: []; Article Links: ['https://www.ourmidland.com/business/article/The-Company-That-Created-Robot-Pizza-Trucks-Is-13986729.php']
Event #55 - Date: ; Location: ; Chems: []; Article Links: ['https://www.ourmidland.com/news/politics/texas/article/Paxton-files-suit-against-Deer-Park-company-ITC-13710142.php']
Event #56 - Date: 08/11/2019; Location: Lapeer; Chems: []; Article Links: ['https://thecountypress.mihomepaper.com/articles/rep-mitchell-sends-gov-whitmer-letter-on-proposed-metamora-twp-gravel-mine/']
Event #57 - Date: 03/27/2019; Location: ; Chems: []; Article Links: ['https://thecountypress.mihomepaper.com/articles/verification-program-helps-nix-ag-pollution/']
Event #58 - Date: 09/02/2018; Location: Flin; Chems: ['HYDROXIDE', 'SODIUM HYDROXIDE']; Article Links: ['https://thecountypress.mihomepaper.com/articles/lapeer-installs-additional-lighting-following-chemical-burn-incident/']
Event #59 - Date: 07/25/2018; Location: Lapeer; Chems: []; Article Links: ['https://thecountypress.mihomepaper.com/articles/tell-us-what-you-think-293/']
Event #60 - Date: 06/17/2018; Location: Flin; Chems: ['PERFLUOROOCTANESULFONIC ACID,', 'WASTEWATER', 'PFOS']; Article Links: ['https://thecountypress.mihomepaper.com/articles/state-fishing-guide-restricts-consumption-of-species-caught-in-holloway-reservoir/']
Event #61 - Date: 04/22/2018; Location: ; Chems: []; Article Links: ['https://thecountypress.mihomepaper.com/articles/outdoor-enthusiasts-can-do-their-part-to-stop-the-plastic-pollution/']
Event #62 - Date: 12/24/2017; Location: Flin; Chems: ['PFAS', 'WASTEWATER', 'HAZARDOUS WASTE', 'PERFLUOROOCTANE SULFONATE', 'CHROMIUM', 'PFOS', 'POLYFLUOROALKYL SUBSTANCES', 'SLUDGE', 'TOXIC SLUDGE.', 'FERTILIZER']; Article Links: ['https://thecountypress.mihomepaper.com/articles/lapeer-tackles-1-5-million-gallon-toxic-sludge-problem/']
Event #63 - Date: 11/05/2017; Location: Lapeer; Chems: ['SEWAGE']; Article Links: ['https://thecountypress.mihomepaper.com/articles/goose-droppings-pollute-brown-city-sewage-lagoon/']
Event #64 - Date: 09/13/2017; Location: Lapeer; Chems: ['GASOLINE', 'OIL']; Article Links: ['https://thecountypress.mihomepaper.com/articles/farm-bureau-to-epa-up-advanced-biofuels-requirement/']
Event #65 - Date: 08/30/2017; Location: Lapeer; Chems: ['SEWAGE']; Article Links: ['https://thecountypress.mihomepaper.com/articles/dont-get-notorious-this-food-safety-month/']
Event #66 - Date: 08/02/2017; Location: Superior.; Chems: ['PHOSPHOROUS']; Article Links: ['https://thecountypress.mihomepaper.com/articles/300k-in-grants-to-protect-great-lakes-water-quality/']
Event #67 - Date: 04/27/2016; Location: Lapeer; Chems: ['ALGAE']; Article Links: ['https://thecountypress.mihomepaper.com/articles/public-confused-farmers-help-great-lakes/']
Event #68 - Date: 04/27/2016; Location: Lapeer; Chems: ['GASOLINE', 'OIL']; Article Links: ['https://thecountypress.mihomepaper.com/articles/ethanol-good-for-farmers-and-the-planet/']
Event #69 - Date: 04/20/2016; Location: Kalamazo; Chems: ['PETROLEUM', 'GAS', 'NATURAL GAS', 'OIL', 'HEAVY CRUDE OIL', 'LIGHT CRUDE OIL']; Article Links: ['https://thecountypress.mihomepaper.com/articles/earth-day-still-matters-every-day/']
Event #70 - Date: 06/10/2015; Location: Lapeer; Chems: ['OIL']; Article Links: ['https://thecountypress.mihomepaper.com/articles/epas-renewable-standards-fall-short-for-farmers/']
Event #71 - Date: 11/12/2014; Location: Huron; Chems: []; Article Links: ['https://thecountypress.mihomepaper.com/articles/oregon-township-residents-worried-about-impact-of-water-treatment-plant/']
Event #72 - Date: 09/03/2014; Location: Huron; Chems: ['NUCLEAR WASTE']; Article Links: ['https://thecountypress.mihomepaper.com/articles/nuclear-waste-dump-proposal-draws-opposition-at-town-hall-meeting/']
Event #73 - Date: 08/20/2014; Location: Huron,; Chems: ['WASTE.', 'RADIOACTIVE WASTE', 'LEAD', 'NUCLEAR WASTE', 'NUCLEAR WASTE.']; Article Links: ['https://thecountypress.mihomepaper.com/articles/pavlov-green-work-to-protect-lake-huron/']
Event #74 - Date: 08/17/2014; Location: Erie; Chems: []; Article Links: ['https://thecountypress.mihomepaper.com/articles/great-lakes-restoration-bill-gets-senate-hearing/']
Event #75 - Date: 07/08/2017; Location: Park; Chems: ['POLYPROPYLENE', 'OIL', 'POLYETHYLENE', 'POLYVINYL CHLORIDE']; Article Links: ['https://www.lakecountystar.com/business/energy/article/Formosa-Plastics-settles-Point-Comfort-pollution-14535989.php']
Event #76 - Date: 11/14/2019; Location: ; Chems: ['FECAL WASTE', 'WASTEWATER', 'PET']; Article Links: ['https://www.lakecountystar.com/neighborhood/cyfair/news/article/Cypress-Creek-Watershed-Partnership-working-to-14849369.php']
Event #77 - Date: 04/08/2020; Location: ; Chems: ['PFAS', 'PFOA', 'PERFLUOROOCTANESULFONIC ACID.', 'PFAS.', 'PFOS', 'POLYFLUOROALKYL SUBSTANCES', 'PERFLUOROOCTANOIC ACID']; Article Links: ['https://www.lakecountystar.com/news/article/Gillibrand-introduces-legislation-to-contain-13845372.php']
Event #78 - Date: 08/08/2018; Location: Watervliet; Chems: ['CHROMIUM', 'ARSENAL', 'HAZARDOUS WASTE.']; Article Links: ['https://www.lakecountystar.com/business/article/Arsenal-military-contractor-pays-air-pollution-13825488.php']
Event #79 - Date: ; Location: Watervliet; Chems: ['PCE-TAINTED', 'PCE']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-cleanups-planned-for-two-dry-cleaning-13780764.php']
Event #80 - Date: 04/08/2009; Location: Lansing; Chems: ['OIL', 'DIOXANE', '14-DIOXANE']; Article Links: ['https://www.lakecountystar.com/state-news/article/Trust-wants-hungry-bacteria-to-remove-14257871.php']
Event #81 - Date: 04/08/2006; Location: Troy; Chems: ['BENZOPYRENE,', 'ARSENIC', 'COAL GAS', 'BENZOANTHRACENE', 'BENZENE,', 'XYLENE.', 'TOLUENE', 'PETROLEUM', 'AROMATIC HYDROCARBONS']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-cleanup-planned-for-South-Troy-site-13577218.php']
Event #82 - Date: 04/08/2018; Location: ; Chems: ['LEAD.']; Article Links: ['https://www.lakecountystar.com/business/energy/article/ExxonMobil-to-report-plastic-pollution-spills-13723319.php']
Event #83 - Date: ; Location: Taylor; Chems: []; Article Links: ['https://www.lakecountystar.com/news/politics/texas/article/Paxton-files-suit-against-Deer-Park-company-ITC-13710142.php']
Event #84 - Date: 04/08/2017; Location: Gas; Chems: ['SULFUR DIOXIDE', 'PETROLEUM.']; Article Links: ['https://www.lakecountystar.com/business/energy/article/Companies-pin-excessive-2017-air-pollution-on-13625119.php']
Event #85 - Date: 04/08/2018; Location: ; Chems: ['CARBON DIOXIDE']; Article Links: ['https://www.lakecountystar.com/news/article/California-wildfire-emissions-equal-year-pollution-13438203.php']
Event #86 - Date: 04/08/2020; Location: Hudso; Chems: ['ASH', 'LEAD', 'MERCURY', 'PETROLEUM', 'OIL']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-control-work-continues-at-Green-Island-13352075.php']
Event #87 - Date: 04/08/2019; Location: Hudso; Chems: ['POLYCHLORINATED BIPHENYLS', 'PCBS']; Article Links: ['https://www.lakecountystar.com/news/article/Newly-christened-Little-Thunder-Creek-is-Nassau-s-13333580.php']
Event #88 - Date: ; Location: Taylor; Chems: ['OIL']; Article Links: ['https://www.lakecountystar.com/business/energy/article/Industry-led-effort-commits-1-5B-to-curb-plastic-13532153.php']
Event #89 - Date: ; Location: Hudso; Chems: ['SEWAGE']; Article Links: ['https://www.lakecountystar.com/7day-state/article/Comptroller-warns-on-sewage-pollution-issues-12904577.php']
Event #90 - Date: 04/08/2016; Location: Troy; Chems: ['12-DICHLOROETHENE', 'PERCHLOROETHYLENE', 'HAZARDOUS WASTE']; Article Links: ['https://www.lakecountystar.com/business/article/Troy-steel-plant-site-pollution-cleanup-finished-13037469.php']
Event #91 - Date: 04/08/0350; Location: ; Chems: ['DICHLOROETHENE', 'VINYL CHLORIDE.']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-project-to-start-at-Loudon-Plaza-12544000.php']
Event #92 - Date: 04/08/2000; Location: Hartford; Chems: []; Article Links: ['https://www.lakecountystar.com/7day-state/article/Pollution-cleanup-set-for-Washington-Avenue-dry-12913285.php']
Event #93 - Date: 04/08/1999; Location: Hudso; Chems: ['HAZARDOUS WASTE', 'PCBS', 'HEAVY', 'HAZARDOUS MATERIAL', 'PCB-TAINTED']; Article Links: ['https://www.lakecountystar.com/business/article/State-unveils-16-6-million-pollution-cleanup-13503467.php']
Event #94 - Date: 04/08/2019; Location: Hudso; Chems: ['PCBS', 'ASH', 'BENZENE', 'LEAD', 'MERCURY', 'PETROLEUM', 'ARSENIC,', 'HYDROCARBONS.', 'OIL']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-cleanup-to-continue-for-Green-Island-13197116.php']
Event #95 - Date: 04/08/2016; Location: ; Chems: ['GAS:', 'OIL', 'GAS', 'NATURAL GAS']; Article Links: ['https://www.lakecountystar.com/business/eagle-ford-energy/article/Environmental-group-warns-of-risks-of-pollution-13103577.php']
Event #96 - Date: 11/08/0911; Location: Watervliet; Chems: ['COPPER,', 'CYANIDE.', 'HEAVY METALS', 'CHROMIUM', 'ARSENAL', 'CADMIUM', 'ARSENAL.']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-cleanup-planned-for-Watervliet-plating-12703887.php']
Event #97 - Date: 04/08/1998; Location: Mohaw; Chems: ['TOLUENE,', 'STYRENE', 'BENZENE', 'XYLENE.']; Article Links: ['https://www.lakecountystar.com/business/article/State-SI-Group-agree-to-13-8-million-pollution-13329755.php']
Event #98 - Date: 04/08/2008; Location: Hudso; Chems: ['PCBS', 'ASH', 'LEAD', 'MERCURY', 'PETROLEUM', 'OIL']; Article Links: ['https://www.lakecountystar.com/business/article/Hudson-River-island-pollution-plan-issued-12491482.php']
Event #99 - Date: ; Location: Rensselae; Chems: ['PFAS', 'POLYFLUOROALKYL SUBSTANCES.']; Article Links: ['https://www.lakecountystar.com/7day-state/article/EPA-again-limits-press-access-on-Day-2-of-12938836.php']
Event #100 - Date: 04/08/1997; Location: Rensselae; Chems: ['PHENOLS,', 'BENZENE', 'ETHYLBENZENE', 'TOLUENE', 'XYLENE,', 'ACETONE.']; Article Links: ['https://www.lakecountystar.com/business/article/Two-decades-later-Schenectady-chemical-factory-12904019.php']
Event #101 - Date: 04/08/2009; Location: Hudson; Chems: ['CYANIDE', 'TOLUENE,', 'MERCURY.', 'XYLENES.', 'BENZENE', 'ETHYLBENZENE', 'TOXIC', 'MERCURY']; Article Links: ['https://www.lakecountystar.com/business/article/Recycler-moves-to-cut-Hudson-River-pollution-12386066.php']
Event #102 - Date: 01/08/2016; Location: ; Chems: []; Article Links: ['https://www.lakecountystar.com/news/houston-texas/texas/article/Texas-water-pollution-rank-environment-clean-safe-12805691.php']
Event #103 - Date: 04/08/2007; Location: ; Chems: ['OIL', 'PETROLEUM']; Article Links: ['https://www.lakecountystar.com/news/article/Albany-legislator-wants-petroleum-storage-tanks-12808998.php']
Event #104 - Date: ; Location: Harvey; Chems: ['BENZENE', 'VINYL CHLORIDE,', 'SEWAGE']; Article Links: ['https://www.lakecountystar.com/news/science-environment/article/Air-pollution-takes-one-year-off-humans-lives-13174207.php']
Event #105 - Date: 10/08/2017; Location: Harvey; Chems: ['BENZENE', 'WASTEWATER', 'VINYL CHLORIDE,', 'SEWAGE']; Article Links: ['https://www.lakecountystar.com/news/science-environment/article/Harvey-pollution-13152511.php']
Event #106 - Date: 04/08/2015; Location: Hoosi; Chems: ['PFOA', 'HAZARDOUS WASTE', 'ALUMINUM', 'COPPER', 'PERFLUOROOCTANOIC ACID']; Article Links: ['https://www.lakecountystar.com/business/article/Pollution-checks-set-for-Oak-plant-as-company-12275952.php']
Event #107 - Date: 04/08/2005; Location: Troy; Chems: ['12-DICHLOROETHENE', 'PERCHLOROETHYLENE']; Article Links: ['https://www.lakecountystar.com/allnews/article/Pollution-project-set-for-former-Troy-steel-site-11303112.php']
Event #108 - Date: ; Location: ; Chems: ['DIOXANE', 'WASTEWATER', '14-DIOXANE', '1,4-DIOXANE;', '14']; Article Links: ['https://www.lakecountystar.com/news/article/Rensselaer-County-law-enacted-to-fight-pollution-12472109.php']
Event #109 - Date: 04/08/2018; Location: Harvey; Chems: ['TOXIC WASTE']; Article Links: ['https://www.lakecountystar.com/news/science-environment/article/Environmentalists-want-Abbott-to-better-protect-12960987.php']
Event #110 - Date: 04/08/1995; Location: Adrian; Chems: ['BENZENE', 'HAZARDOUS', 'VINYL', 'LEAD,', 'MERCURY', 'HYDROCHLORIC ACID']; Article Links: ['https://www.lakecountystar.com/news/science-environment/article/Air-pollution-in-Houston-Galveston-region-could-12822280.php']
Event #111 - Date: ; Location: Ithaca; Chems: ['METALS', 'OIL', 'SULFIDE', 'RADIOACTIVE MATERIALS']; Article Links: ['https://www.lakecountystar.com/opinion/article/MELISSA-TUCKEY-Neighbors-don-t-let-neighbors-14394403.php']
Event #112 - Date: ; Location: ; Chems: ['IWANOWICZ', 'IRONY']; Article Links: ['https://www.lakecountystar.com/allnews/article/Industry-blames-bloat-for-chronic-deficits-in-11259238.php']
Event #113 - Date: 05/08/2016; Location: ; Chems: []; Article Links: ['https://www.lakecountystar.com/allwcm/article/Railroad-fails-again-to-clean-up-11230350.php']
Event #114 - Date: ; Location: ; Chems: ['PETROLEUM PRODUCTS', 'BENZENE,', 'WASTEWATER', 'STYRENE']; Article Links: ['https://www.lakecountystar.com/neighborhood/deerpark/news/article/Clean-Air-11153937.php']
Event #115 - Date: 04/08/1996; Location: ; Chems: ['HAZARDOUS MATERIALS']; Article Links: ['https://www.lakecountystar.com/business/texanomics/article/How-zoning-impacts-your-proximity-to-pollution-9232526.php']
Event #116 - Date: 04/08/2006; Location: ; Chems: ['SULFUR DIOXIDE', 'DIOXIDE']; 
************  2020-04-09  ************

Incidents retrieved: 136

Event #1 - Date: 04/09/1990; Location: Michigan,; Chems: ['LEAD', 'GAS']; Article Links: ['https://www.ourmidland.com/news/article/A-word-from-Dr-Pfenninger-Interesting-health-9279608.php']
Event #2 - Date: ; Location: Energy'; Chems: ['MERCURY', 'THALLIUM', 'CHROMIUM', 'ASH', 'CADMIUM.', 'HEAVY METALS', 'TOXIC', 'COAL ASH', 'LEAD', 'ASH.', 'ARSENIC']; Article Links: ['https://www.ourmidland.com/news/nation-world/article/Judge-wants-to-review-scope-of-Duke-Energy-6906206.php']
Event #3 - Date: ; Location: Texas; Chems: ['NITROGEN', 'ASH']; Article Links: ['https://www.ourmidland.com/news/article/Dow-Chemical-Nature-Conservancy-explore-using-6934589.php']
Event #4 - Date: ; Location: Tittabawasse; Chems: ['ETHYL', 'CHLOROPHENOLS', 'CHLOROBENZENES,', 'DIOXIN', 'ARSENIC']; Article Links: ['https://www.ourmidland.com/news/article/Pollution-cleanup-to-begin-next-to-Dow-s-Midland-6955174.php']
Event #5 - Date: ; Location: Saginaw'; Chems: ['DIOXIN', 'FURANS', 'FURANS.', 'DIOXINS', 'DIOXIN-LIKE', 'CHLORINE-BASED']; Article Links: ['https://www.ourmidland.com/news/article/Pollution-could-return-in-Saginaw-following-6983154.php']
Event #6 - Date: 04/09/1999; Location: France; Chems: ['OIL']; Article Links: ['https://www.ourmidland.com/news/article/France-Fights-Pollution-in-Mediterranean-7148033.php']
Event #7 - Date: 04/09/1999; Location: France; Chems: ['OIL']; Article Links: ['https://www.ourmidland.com/news/article/France-Fights-Pollution-in-Mediterranean-7139221.php']
Event #8 - Date: 04/09/1990; Location: Mississipp; Chems: ['PCB-CONTAMINATED', 'HAZARDOUS WASTES', 'HAZARDOUS WASTE', 'TOXIC', 'PCBS']; Article Links: ['https://www.ourmidland.com/news/article/Blacks-Organize-to-Fight-Pollution-7148339.php']
Event #9 - Date: 04/09/1999; Location: Pin; Chems: ['METHYL', 'HEXABROMOBENZENE.', 'ETHYL', 'POLYBROMINATED BIPHENYLS', 'PETROLEUM', 'OIL', 'HYDROCHLORIC ACID', 'ACID']; Article Links: ['https://www.ourmidland.com/news/article/Pollution-stretches-back-years-7047346.php']
Event #10 - Date: 04/09/2000; Location: Kisho; Chems: ['WASTEWATER']; Article Links: ['https://www.ourmidland.com/news/article/Israel-Warned-Against-Pollution-7082415.php']
Event #11 - Date: ; Location: Midland; Chems: ['GASOLINE.', 'SULFUR', 'DIOXIDE.', 'ALUMINUM', 'NITROGEN', 'ACID']; Article Links: ['https://www.ourmidland.com/news/article/EPA-Announces-Air-Pollution-Reductions-7138779.php']
Event #12 - Date: 04/09/1995; Location: California; Chems: ['OIL', 'LEAD', 'SEWAGE']; Article Links: ['https://www.ourmidland.com/news/article/Disease-Pollution-Threaten-Calif-Otters-7110875.php']
Event #13 - Date: 04/09/2001; Location: Michigan; Chems: ['HERBICIDES', 'HERBICIDE']; Article Links: ['https://www.ourmidland.com/news/article/Mich-Bans-Herbicide-Linked-to-Pollution-7204170.php']
Event #14 - Date: ; Location: France; Chems: ['OIL', 'OIL-DIRTIED']; Article Links: ['https://www.ourmidland.com/news/article/France-Battles-Spreading-Oil-Pollution-7165479.php']
Event #15 - Date: 04/09/1980; Location: ; Chems: ['MERCURY', 'LEAD-BASED', 'LEAD', 'MEDICAL WASTE', 'PESTICIDES', 'GASOLINE']; Article Links: ['https://www.ourmidland.com/news/article/EPA-Shows-Pollution-Risks-to-Children-7063491.php']
Event #16 - Date: 04/09/1980; Location: ; Chems: ['MERCURY', 'LEAD-BASED', 'LEAD', 'MEDICAL WASTE', 'PESTICIDES', 'GASOLINE']; Article Links: ['https://www.ourmidland.com/news/article/FDS-Shows-Pollution-Risks-to-Children-7088467.php']
Event #17 - Date: ; Location: Clinton; Chems: ['MERCURY', 'SULFUR DIOXIDE', 'NITROGEN', 'ACID']; Article Links: ['https://www.ourmidland.com/news/article/Whitman-Unveils-New-Pollution-Plan-7097661.php']
Event #18 - Date: ; Location: Stanton; Chems: ['CONTAMINATE WATERWAYS', 'MERCURY', 'SULFUR DIOXIDE', 'NITROGEN', 'ACID']; Article Links: ['https://www.ourmidland.com/news/article/Whitman-Rejects-Plan-Pollution-Claim-7064996.php']
Event #19 - Date: 04/09/1997; Location: Japan; Chems: []; Article Links: ['https://www.ourmidland.com/news/article/Japan-Praises-Anti-Pollution-Plan-7064866.php']
Event #20 - Date: ; Location: United States; Chems: ['LEAD', 'CHROMIUM', 'STYRENE']; Article Links: ['https://www.ourmidland.com/news/article/Study-N-American-Pollution-Drops-5-Pct-7130064.php']
Event #21 - Date: 04/09/1994; Location: Pompto; Chems: ['ARSENIC,', 'LEAD', 'MERCURY']; Article Links: ['https://www.ourmidland.com/news/article/DuPont-Settles-Pollution-Case-in-N-J-7182955.php']
Event #22 - Date: 04/09/1984; Location: Mik; Chems: ['PESTICIDE']; Article Links: ['https://www.ourmidland.com/news/article/Our-view-Ruling-applauded-but-Bhopal-pollution-7200493.php']
Event #23 - Date: 09/14/2001; Location: Clinton; Chems: ['CADMIUM', 'PCBS,', 'ASBESTOS', 'LEAD', 'DIOXIN-LIKE', 'METALS']; Article Links: ['https://www.ourmidland.com/news/article/U-S-WTC-Pollution-to-Have-Little-Effect-7143538.php']
Event #24 - Date: 09/14/2001; Location: Clinton; Chems: ['AIRBORNE']; Article Links: ['https://www.ourmidland.com/news/article/U-S-WTC-Pollution-to-Have-Little-Effect-7147761.php']
Event #25 - Date: ; Location: Clinton; Chems: ['MERCURY', 'SULFUR DIOXIDE', 'NITROGEN', 'ACID']; Article Links: ['https://www.ourmidland.com/news/article/Bush-May-Nix-Clinton-Pollution-Plan-7090503.php']
Event #26 - Date: ; Location: Texas; Chems: ['PETROCHEMICAL', 'BENZENE']; Article Links: ['https://www.ourmidland.com/opinions/editorials/article/ENTERPRISE-EDITORIAL-Legislature-should-heed-15065720.php']
Event #27 - Date: ; Location: Pin; Chems: ['OIL SLICK', 'OIL']; Article Links: ['https://www.ourmidland.com/news/article/City-Oil-slick-on-Pine-River-15084185.php']
Event #28 - Date: ; Location: Washington; Chems: []; Article Links: ['https://www.ourmidland.com/business/energy/article/Senate-weighs-overhaul-of-air-pollution-law-14813796.php']
Event #29 - Date: ; Location: Harri; Chems: ['ETHYLENE OXIDE.', 'LEAD', 'BENZENE', 'NITROGEN', '13', 'CARBON MONOXIDE,']; Article Links: ['https://www.ourmidland.com/news/article/State-releases-final-reports-on-Imelda-related-14566308.php']
Event #30 - Date: ; Location: Midland; Chems: []; Article Links: ['https://www.ourmidland.com/opinion/editorials/article/Our-View-A-10-year-old-girl-sets-an-example-13800114.php']
Event #31 - Date: 11/14/2019; Location: ; Chems: ['FECAL WASTE', 'WASTEWATER', 'PET']; Article Links: ['https://www.ourmidland.com/neighborhood/cyfair/news/article/Cypress-Creek-Watershed-Partnership-working-to-14849369.php']
Event #32 - Date: ; Location: Mississipp; Chems: ['LEAD', 'CHLORIDE']; Article Links: ['https://www.ourmidland.com/news/article/Pollution-solution-Town-seeks-alternative-for-14399320.php']
Event #33 - Date: ; Location: Texas; Chems: ['PETROCHEMICAL', 'SULFUR DIOXIDE', 'DIOXIDE.']; Article Links: ['https://www.ourmidland.com/opinions/editorials/article/Oxbow-change-must-not-cause-more-pollution-14362245.php']
Event #34 - Date: 04/09/2012; Location: Indonesia; Chems: []; Article Links: ['https://www.ourmidland.com/news/article/Dow-nbsp-outlines-nbsp-goal-tocombat-global-13440981.php']
Event #35 - Date: ; Location: Middletown; Chems: ['HAZARDOUS WASTE']; Article Links: ['https://www.ourmidland.com/middletown/article/Clean-drinking-water-to-become-reality-after-14447413.php']
Event #36 - Date: 04/09/2017; Location: Texas; Chems: ['NATURAL GAS', 'OIL', 'NITROGEN']; Article Links: ['https://www.ourmidland.com/opinions/editorials/article/ENTERPRISE-EDITORIAL-Pollution-from-plastics-14421042.php']
Event #37 - Date: 09/12/2019; Location: America; Chems: ['OIL', 'GAS']; Article Links: ['https://www.ourmidland.com/news/article/Administration-plans-to-return-nation-to-1986-14433254.php']
Event #38 - Date: ; Location: Illinois; Chems: ['MERCURY', 'CHEMICAL', 'WASTEWATER']; Article Links: ['https://www.ourmidland.com/local/article/EPA-Pollution-is-down-in-Connecticut-13666004.php']
Event #39 - Date: ; Location: Illinois; Chems: ['MERCURY', 'CHEMICAL', 'WASTEWATER']; Article Links: ['https://www.ourmidland.com/news/article/EPA-Connecticut-land-and-air-pollution-is-down-13664317.php']
Event #40 - Date: 11/16/1892; Location: Midland; Chems: ['COPPER', 'LEAD', 'ASHMAN']; Article Links: ['https://www.ourmidland.com/news/article/Lighting-up-Midland-14286614.php']
Event #41 - Date: 04/09/2020; Location: Washington; Chems: ['PERFLUOROOCTANOIC ACID', 'PFAS', 'POLYFLUOROALKYL SUBSTANCES', 'PERFLUOROOCTANESULFONIC ACID.', 'PFOA', 'PFOS', 'PFAS.']; Article Links: ['https://www.ourmidland.com/news/article/Gillibrand-introduces-legislation-to-contain-13845372.php']
